arm,structure,feature,seed,method,nmi,ari,sep_min,sep_mean,seconds
B,0.65,0.0,17,kmeans,0.0027,-0.0004,0.0,0.0,0.03
B,0.65,0.0,17,dmon,0.0155,0.0108,0.0,0.0,2.2
B,0.65,0.0,17,mincut,0.0,0.0,0.0,0.0,2.5
B,0.65,0.0,17,dmon_ref,0.0726,0.0655,0.0,0.0,2.34
B,0.65,0.0,18,louvain,1.0,1.0,0.0,0.0,0.06
B,0.65,0.0,18,leiden,1.0,1.0,0.0,0.0,0.04
B,0.65,0.0,18,kmeans,0.0037,0.0005,0.0,0.0,0.03
B,0.65,0.0,18,dmon,0.0104,0.0066,0.0,0.0,2.19
B,0.65,0.0,18,mincut,0.0043,0.0,0.0,0.0,2.52
B,0.65,0.0,18,dmon_ref,0.1034,0.0938,0.0,0.0,2.38
B,0.65,0.0,19,louvain,0.9906,0.9947,0.0,0.0,0.06
B,0.65,0.0,19,leiden,0.9906,0.9947,0.0,0.0,0.05
B,0.65,0.0,19,kmeans,0.0028,-0.0004,0.0,0.0,0.03
B,0.65,0.0,19,dmon,0.0159,0.0111,0.0,0.0,2.14
B,0.65,0.0,19,mincut,0.0,0.0,0.0,0.0,2.5
B,0.65,0.0,19,dmon_ref,0.1055,0.098,0.0,0.0,2.35
B,0.45,0.5,0,louvain,0.7211,0.7421,2.7916,3.815,0.08
B,0.45,0.5,0,leiden,0.8708,0.9112,2.7916,3.815,0.06
B,0.45,0.5,0,kmeans,0.7088,0.7585,2.7916,3.815,0.02
B,0.45,0.5,0,dmon,0.9183,0.938,2.7916,3.815,2.2
B,0.45,0.5,0,mincut,0.9547,0.9709,2.7916,3.815,2.49
B,0.45,0.5,0,dmon_ref,0.9491,0.9658,2.7916,3.815,2.42
B,0.45,0.5,1,louvain,0.7558,0.8043,3.2207,3.8073,0.13
B,0.45,0.5,1,leiden,0.8353,0.8833,3.2207,3.8073,0.07
B,0.45,0.5,1,kmeans,0.7624,0.8114,3.2207,3.8073,0.02
B,0.45,0.5,1,dmon,0.9439,0.9656,3.2207,3.8073,2.17
B,0.45,0.5,1,mincut,0.9517,0.9708,3.2207,3.8073,2.52
B,0.45,0.5,1,dmon_ref,0.9627,0.9761,3.2207,3.8073,2.39
B,0.45,0.5,2,louvain,0.8104,0.8529,3.1767,3.7832,0.09
B,0.45,0.5,2,leiden,0.8667,0.9086,3.1767,3.7832,0.07
B,0.45,0.5,2,kmeans,0.6986,0.7449,3.1767,3.7832,0.01
B,0.45,0.5,2,dmon,0.916,0.9449,3.1767,3.7832,2.19
B,0.45,0.5,2,mincut,0.9531,0.9709,3.1767,3.7832,2.48
B,0.45,0.5,2,dmon_ref,0.9447,0.9656,3.1767,3.7832,2.45
B,0.45,0.5,3,louvain,0.8546,0.8938,3.6641,4.358,0.1
B,0.45,0.5,3,leiden,0.8768,0.9164,3.6641,4.358,0.06
B,0.45,0.5,3,kmeans,0.8401,0.8861,3.6641,4.358,0.01
B,0.45,0.5,3,dmon,0.9607,0.9761,3.6641,4.358,2.18
B,0.45,0.5,3,mincut,0.9822,0.9894,3.6641,4.358,2.53
B,0.45,0.5,3,dmon_ref,0.9812,0.9893,3.6641,4.358,2.43
B,0.45,0.5,4,louvain,0.841,0.886,3.3776,4.084,0.11
B,0.45,0.5,4,leiden,0.8371,0.8836,3.3776,4.084,0.06
B,0.45,0.5,4,kmeans,0.7821,0.8307,3.3776,4.084,0.01
B,0.45,0.5,4,dmon,0.949,0.9683,3.3776,4.084,2.2
B,0.45,0.5,4,mincut,0.9644,0.9788,3.3776,4.084,2.52
B,0.45,0.5,4,dmon_ref,0.9644,0.9787,3.3776,4.084,2.41
B,0.45,0.5,5,louvain,0.7481,0.7883,2.892,3.4743,0.11
B,0.45,0.5,5,leiden,0.8514,0.8984,2.892,3.4743,0.06
B,0.45,0.5,5,kmeans,0.6796,0.7353,2.892,3.4743,0.01
B,0.45,0.5,5,dmon,0.9203,0.9475,2.892,3.4743,2.18
B,0.45,0.5,5,mincut,0.9393,0.9605,2.892,3.4743,2.55
B,0.45,0.5,5,dmon_ref,0.9296,0.9526,2.892,3.4743,2.42
B,0.45,0.5,6,louvain,0.6975,0.7511,3.8317,4.1077,0.22
B,0.45,0.5,6,leiden,0.8815,0.9191,3.8317,4.1077,0.07
B,0.45,0.5,6,kmeans,0.8288,0.8734,3.8317,4.1077,0.01
B,0.45,0.5,6,dmon,0.9691,0.9814,3.8317,4.1077,2.23
B,0.45,0.5,6,mincut,0.9812,0.9893,3.8317,4.1077,2.51
B,0.45,0.5,6,dmon_ref,0.9906,0.9947,3.8317,4.1077,2.47
B,0.45,0.5,7,louvain,0.8277,0.8706,2.8023,3.5111,0.09
B,0.45,0.5,7,leiden,0.8493,0.8936,2.8023,3.5111,0.06
B,0.45,0.5,7,kmeans,0.6868,0.7415,2.8023,3.5111,0.02
B,0.45,0.5,7,dmon,0.9315,0.9552,2.8023,3.5111,2.18
B,0.45,0.5,7,mincut,0.9453,0.9656,2.8023,3.5111,2.56
B,0.45,0.5,7,dmon_ref,0.9426,0.963,2.8023,3.5111,2.41
B,0.45,0.5,8,louvain,0.8356,0.8792,3.6303,4.3114,0.12
B,0.45,0.5,8,leiden,0.8513,0.8939,3.6303,4.3114,0.07
B,0.45,0.5,8,kmeans,0.8198,0.8562,3.6303,4.3114,0.01
B,0.45,0.5,8,dmon,0.9518,0.9683,3.6303,4.3114,2.2
B,0.45,0.5,8,mincut,0.9644,0.9788,3.6303,4.3114,2.5
B,0.45,0.5,8,dmon_ref,0.9654,0.9787,3.6303,4.3114,2.45
B,0.45,0.5,9,louvain,0.8939,0.9269,3.517,4.1663,0.13
B,0.45,0.5,9,leiden,0.8771,0.9163,3.517,4.1663,0.06
B,0.45,0.5,9,kmeans,0.7888,0.8356,3.517,4.1663,0.01
B,0.45,0.5,9,dmon,0.9728,0.984,3.517,4.1663,2.2
B,0.45,0.5,9,mincut,0.9775,0.9867,3.517,4.1663,2.54
B,0.45,0.5,9,dmon_ref,0.9822,0.9894,3.517,4.1663,2.41
B,0.45,0.5,10,louvain,0.8229,0.8692,3.1814,3.6318,0.09
B,0.45,0.5,10,leiden,0.8437,0.8886,3.1814,3.6318,0.07
B,0.45,0.5,10,kmeans,0.6733,0.7258,3.1814,3.6318,0.01
B,0.45,0.5,10,dmon,0.918,0.9449,3.1814,3.6318,2.17
B,0.45,0.5,10,mincut,0.9326,0.9577,3.1814,3.6318,2.48
B,0.45,0.5,10,dmon_ref,0.9275,0.9551,3.1814,3.6318,2.47
B,0.45,0.5,11,louvain,0.8193,0.8592,3.2808,3.8179,0.13
B,0.45,0.5,11,leiden,0.842,0.8885,3.2808,3.8179,0.06
B,0.45,0.5,11,kmeans,0.7161,0.7678,3.2808,3.8179,0.01
B,0.45,0.5,11,dmon,0.9409,0.9656,3.2808,3.8179,2.2
B,0.45,0.5,11,mincut,0.9537,0.9709,3.2808,3.8179,2.53
B,0.45,0.5,11,dmon_ref,0.9419,0.9629,3.2808,3.8179,2.46
B,0.45,0.5,12,louvain,0.8079,0.8515,3.2691,3.7308,0.08
B,0.45,0.5,12,leiden,0.8496,0.8913,3.2691,3.7308,0.06
B,0.45,0.5,12,kmeans,0.7106,0.7543,3.2691,3.7308,0.02
B,0.45,0.5,12,dmon,0.9096,0.9396,3.2691,3.7308,2.18
B,0.45,0.5,12,mincut,0.9654,0.9788,3.2691,3.7308,2.5
B,0.45,0.5,12,dmon_ref,0.9658,0.9787,3.2691,3.7308,2.41
B,0.45,0.5,13,louvain,0.8563,0.8984,3.4731,4.1815,0.1
B,0.45,0.5,13,leiden,0.8581,0.9012,3.4731,4.1815,0.07
B,0.45,0.5,13,kmeans,0.843,0.8826,3.4731,4.1815,0.01
B,0.45,0.5,13,dmon,0.9412,0.963,3.4731,4.1815,2.19
B,0.45,0.5,13,mincut,0.9634,0.9788,3.4731,4.1815,2.49
B,0.45,0.5,13,dmon_ref,0.9634,0.9787,3.4731,4.1815,2.44
B,0.45,0.5,14,louvain,0.8598,0.9036,3.1566,3.734,0.09
B,0.45,0.5,14,leiden,0.8647,0.9086,3.1566,3.734,0.06
B,0.45,0.5,14,kmeans,0.7077,0.7638,3.1566,3.734,0.02
B,0.45,0.5,14,dmon,0.9523,0.9708,3.1566,3.734,2.18
B,0.45,0.5,14,mincut,0.9718,0.984,3.1566,3.734,2.52
B,0.45,0.5,14,dmon_ref,0.9611,0.9761,3.1566,3.734,2.47
B,0.45,0.5,15,louvain,0.5907,0.61,3.5312,4.115,0.1
B,0.45,0.5,15,leiden,0.9125,0.9447,3.5312,4.115,0.06
B,0.45,0.5,15,kmeans,0.7674,0.8178,3.5312,4.115,0.01
B,0.45,0.5,15,dmon,0.9738,0.984,3.5312,4.115,2.18
B,0.45,0.5,15,mincut,0.9775,0.9867,3.5312,4.115,2.48
B,0.45,0.5,15,dmon_ref,0.9775,0.9867,3.5312,4.115,2.42
B,0.45,0.5,16,louvain,0.501,0.4688,3.6255,4.2112,0.14
B,0.45,0.5,16,leiden,0.8662,0.9063,3.6255,4.2112,0.06
B,0.45,0.5,16,kmeans,0.8632,0.9013,3.6255,4.2112,0.01
B,0.45,0.5,16,dmon,0.9869,0.992,3.6255,4.2112,2.18
B,0.45,0.5,16,mincut,0.9738,0.9841,3.6255,4.2112,2.52
B,0.45,0.5,16,dmon_ref,0.9812,0.9893,3.6255,4.2112,2.42
B,0.45,0.5,17,louvain,0.724,0.7686,3.45,4.0089,0.13
B,0.45,0.5,17,leiden,0.8369,0.8837,3.45,4.0089,0.07
B,0.45,0.5,17,kmeans,0.7887,0.8398,3.45,4.0089,0.01
B,0.45,0.5,17,dmon,0.9765,0.9867,3.45,4.0089,2.16
B,0.45,0.5,17,mincut,0.9624,0.9787,3.45,4.0089,2.57
B,0.45,0.5,17,dmon_ref,0.9597,0.9761,3.45,4.0089,2.29
B,0.45,0.5,18,louvain,0.7607,0.8098,3.1896,3.8493,0.13
B,0.45,0.5,18,leiden,0.872,0.9137,3.1896,3.8493,0.07
B,0.45,0.5,18,kmeans,0.766,0.8133,3.1896,3.8493,0.02
B,0.45,0.5,18,dmon,0.9513,0.9709,3.1896,3.8493,2.02
B,0.45,0.5,18,mincut,0.9463,0.9657,3.1896,3.8493,2.39
B,0.45,0.5,18,dmon_ref,0.9507,0.9682,3.1896,3.8493,2.21
B,0.45,0.5,19,louvain,0.7195,0.7511,3.3073,4.0436,0.1
B,0.45,0.5,19,leiden,0.7571,0.8097,3.3073,4.0436,0.07
B,0.45,0.5,19,kmeans,0.7928,0.8403,3.3073,4.0436,0.01
B,0.45,0.5,19,dmon,0.9812,0.9893,3.3073,4.0436,2.04
B,0.45,0.5,19,mincut,0.9953,0.9973,3.3073,4.0436,2.35
B,0.45,0.5,19,dmon_ref,0.9822,0.9893,3.3073,4.0436,2.26
B,0.35,0.2,0,louvain,0.1995,0.2011,1.1166,1.526,0.18
B,0.35,0.2,0,leiden,0.1609,0.1465,1.1166,1.526,0.08
B,0.35,0.2,0,kmeans,0.0909,0.0891,1.1166,1.526,0.02
B,0.35,0.2,0,dmon,0.0707,0.0617,1.1166,1.526,2.01
B,0.35,0.2,0,mincut,0.0,0.0,1.1166,1.526,2.36
B,0.35,0.2,0,dmon_ref,0.3389,0.3502,1.1166,1.526,2.23
B,0.35,0.2,1,louvain,0.1454,0.1289,1.2883,1.5229,0.16
B,0.35,0.2,1,leiden,0.1025,0.0857,1.2883,1.5229,0.08
B,0.35,0.2,1,kmeans,0.0734,0.0616,1.2883,1.5229,0.02
B,0.35,0.2,1,dmon,0.1279,0.1303,1.2883,1.5229,2.04
B,0.35,0.2,1,mincut,0.0062,0.0002,1.2883,1.5229,2.38
B,0.35,0.2,1,dmon_ref,0.4063,0.4433,1.2883,1.5229,2.21
B,0.35,0.2,2,louvain,0.1171,0.101,1.2707,1.5133,0.15
B,0.35,0.2,2,leiden,0.0902,0.0625,1.2707,1.5133,0.07
B,0.35,0.2,2,kmeans,0.05,0.048,1.2707,1.5133,0.03
B,0.35,0.2,2,dmon,0.0454,0.0387,1.2707,1.5133,2.08
B,0.35,0.2,2,mincut,0.0,0.0,1.2707,1.5133,2.41
B,0.35,0.2,2,dmon_ref,0.3251,0.3536,1.2707,1.5133,2.33
B,0.35,0.2,3,louvain,0.113,0.0701,1.4657,1.7432,0.16
B,0.35,0.2,3,leiden,0.298,0.2903,1.4657,1.7432,0.07
B,0.35,0.2,3,kmeans,0.1119,0.1077,1.4657,1.7432,0.03
B,0.35,0.2,3,dmon,0.1938,0.1903,1.4657,1.7432,2.07
B,0.35,0.2,3,mincut,0.0043,0.0004,1.4657,1.7432,2.42
B,0.35,0.2,3,dmon_ref,0.5585,0.617,1.4657,1.7432,2.29
B,0.35,0.2,4,louvain,0.2752,0.2872,1.351,1.6336,0.18
B,0.35,0.2,4,leiden,0.0776,0.0585,1.351,1.6336,0.07
B,0.35,0.2,4,kmeans,0.1309,0.13,1.351,1.6336,0.02
B,0.35,0.2,4,dmon,0.1459,0.1445,1.351,1.6336,2.08
B,0.35,0.2,4,mincut,0.0,0.0,1.351,1.6336,2.43
B,0.35,0.2,4,dmon_ref,0.3282,0.3334,1.351,1.6336,2.32
B,0.35,0.2,5,louvain,0.1658,0.1689,1.1568,1.3897,0.17
B,0.35,0.2,5,leiden,0.0496,0.0238,1.1568,1.3897,0.07
B,0.35,0.2,5,kmeans,0.0909,0.0885,1.1568,1.3897,0.03
B,0.35,0.2,5,dmon,0.1055,0.0893,1.1568,1.3897,2.07
B,0.35,0.2,5,mincut,0.0,0.0,1.1568,1.3897,2.38
B,0.35,0.2,5,dmon_ref,0.3776,0.4079,1.1568,1.3897,2.23
B,0.35,0.2,6,louvain,0.0597,0.0431,1.5327,1.6431,0.16
B,0.35,0.2,6,leiden,0.0954,0.0596,1.5327,1.6431,0.07
B,0.35,0.2,6,kmeans,0.0848,0.0829,1.5327,1.6431,0.02
B,0.35,0.2,6,dmon,0.1685,0.1765,1.5327,1.6431,2.08
B,0.35,0.2,6,mincut,0.0,0.0,1.5327,1.6431,2.4
B,0.35,0.2,6,dmon_ref,0.486,0.5358,1.5327,1.6431,2.25
B,0.35,0.2,7,louvain,0.0936,0.0601,1.1209,1.4044,0.15
B,0.35,0.2,7,leiden,0.3033,0.3096,1.1209,1.4044,0.08
B,0.35,0.2,7,kmeans,0.0731,0.0696,1.1209,1.4044,0.03
B,0.35,0.2,7,dmon,0.0609,0.0537,1.1209,1.4044,2.04
B,0.35,0.2,7,mincut,0.0,0.0,1.1209,1.4044,2.46
B,0.35,0.2,7,dmon_ref,0.2339,0.229,1.1209,1.4044,2.26
B,0.35,0.2,8,louvain,0.2275,0.2182,1.4521,1.7246,0.14
B,0.35,0.2,8,leiden,0.1314,0.1043,1.4521,1.7246,0.09
B,0.35,0.2,8,kmeans,0.1384,0.1304,1.4521,1.7246,0.02
B,0.35,0.2,8,dmon,0.0647,0.0539,1.4521,1.7246,2.05
B,0.35,0.2,8,mincut,0.0,0.0,1.4521,1.7246,2.39
B,0.35,0.2,8,dmon_ref,0.4822,0.5243,1.4521,1.7246,2.27
B,0.35,0.2,9,louvain,0.145,0.1352,1.4068,1.6665,0.15
B,0.35,0.2,9,leiden,0.0606,0.0308,1.4068,1.6665,0.08
B,0.35,0.2,9,kmeans,0.093,0.0873,1.4068,1.6665,0.02
B,0.35,0.2,9,dmon,0.1121,0.101,1.4068,1.6665,2.07
B,0.35,0.2,9,mincut,0.0,0.0,1.4068,1.6665,2.42
B,0.35,0.2,9,dmon_ref,0.494,0.5451,1.4068,1.6665,2.29
B,0.35,0.2,10,louvain,0.1816,0.184,1.2726,1.4527,0.13
B,0.35,0.2,10,leiden,0.2343,0.2429,1.2726,1.4527,0.08
B,0.35,0.2,10,kmeans,0.0794,0.0781,1.2726,1.4527,0.03
B,0.35,0.2,10,dmon,0.0453,0.0371,1.2726,1.4527,2.04
B,0.35,0.2,10,mincut,0.0124,0.0099,1.2726,1.4527,2.38
B,0.35,0.2,10,dmon_ref,0.4261,0.4719,1.2726,1.4527,2.46
B,0.35,0.2,11,louvain,0.1042,0.0843,1.3123,1.5272,0.13
B,0.35,0.2,11,leiden,0.1769,0.1602,1.3123,1.5272,0.07
B,0.35,0.2,11,kmeans,0.0578,0.0508,1.3123,1.5272,0.03
B,0.35,0.2,11,dmon,0.0712,0.0586,1.3123,1.5272,2.21
B,0.35,0.2,11,mincut,0.0,0.0,1.3123,1.5272,2.53
B,0.35,0.2,11,dmon_ref,0.3729,0.4137,1.3123,1.5272,2.44
B,0.35,0.2,12,louvain,0.0946,0.0755,1.3077,1.4923,0.13
B,0.35,0.2,12,leiden,0.2719,0.2554,1.3077,1.4923,0.07
B,0.35,0.2,12,kmeans,0.0718,0.0642,1.3077,1.4923,0.03
B,0.35,0.2,12,dmon,0.0796,0.073,1.3077,1.4923,2.24
B,0.35,0.2,12,mincut,0.0,0.0,1.3077,1.4923,2.54
B,0.35,0.2,12,dmon_ref,0.2886,0.2929,1.3077,1.4923,2.44
B,0.35,0.2,13,louvain,0.1093,0.0858,1.3893,1.6726,0.12
B,0.35,0.2,13,leiden,0.2366,0.2278,1.3893,1.6726,0.07
B,0.35,0.2,13,kmeans,0.1009,0.0804,1.3893,1.6726,0.03
B,0.35,0.2,13,dmon,0.1599,0.145,1.3893,1.6726,2.21
B,0.35,0.2,13,mincut,0.0115,0.0001,1.3893,1.6726,2.55
B,0.35,0.2,13,dmon_ref,0.4493,0.4957,1.3893,1.6726,2.48
B,0.35,0.2,14,louvain,0.1,0.0712,1.2627,1.4936,0.12
B,0.35,0.2,14,leiden,0.1386,0.1099,1.2627,1.4936,0.07
B,0.35,0.2,14,kmeans,0.0747,0.0709,1.2627,1.4936,0.03
B,0.35,0.2,14,dmon,0.0674,0.0612,1.2627,1.4936,2.28
B,0.35,0.2,14,mincut,0.0005,-0.0,1.2627,1.4936,2.57
B,0.35,0.2,14,dmon_ref,0.3838,0.4184,1.2627,1.4936,2.45
B,0.35,0.2,15,louvain,0.1059,0.0905,1.4125,1.646,0.23
B,0.35,0.2,15,leiden,0.1707,0.1513,1.4125,1.646,0.09
B,0.35,0.2,15,kmeans,0.1166,0.113,1.4125,1.646,0.02
B,0.35,0.2,15,dmon,0.1264,0.1155,1.4125,1.646,2.18
B,0.35,0.2,15,mincut,0.0049,0.0,1.4125,1.646,2.49
B,0.35,0.2,15,dmon_ref,0.4915,0.5459,1.4125,1.646,2.45
B,0.35,0.2,16,louvain,0.1036,0.0736,1.4502,1.6845,0.17
B,0.35,0.2,16,leiden,0.0893,0.0516,1.4502,1.6845,0.07
B,0.35,0.2,16,kmeans,0.1497,0.1565,1.4502,1.6845,0.03
B,0.35,0.2,16,dmon,0.0734,0.0605,1.4502,1.6845,2.24
B,0.35,0.2,16,mincut,0.0,0.0,1.4502,1.6845,2.5
B,0.35,0.2,16,dmon_ref,0.5707,0.6258,1.4502,1.6845,2.47
B,0.35,0.2,17,louvain,0.0802,0.0623,1.38,1.6036,0.13
B,0.35,0.2,17,leiden,0.1469,0.1253,1.38,1.6036,0.07
B,0.35,0.2,17,kmeans,0.0843,0.0766,1.38,1.6036,0.02
B,0.35,0.2,17,dmon,0.0633,0.0552,1.38,1.6036,2.21
B,0.35,0.2,17,mincut,0.0,0.0,1.38,1.6036,2.52
B,0.35,0.2,17,dmon_ref,0.4226,0.4644,1.38,1.6036,2.45
B,0.35,0.2,18,louvain,0.1328,0.1276,1.2758,1.5397,0.17
B,0.35,0.2,18,leiden,0.164,0.1512,1.2758,1.5397,0.07
B,0.35,0.2,18,kmeans,0.0615,0.0561,1.2758,1.5397,0.03
B,0.35,0.2,18,dmon,0.0921,0.0807,1.2758,1.5397,2.21
B,0.35,0.2,18,mincut,0.002,-0.0,1.2758,1.5397,2.52
B,0.35,0.2,18,dmon_ref,0.3779,0.4065,1.2758,1.5397,2.44
B,0.35,0.2,19,louvain,0.0549,0.0423,1.3229,1.6174,0.12
B,0.35,0.2,19,leiden,0.1563,0.1507,1.3229,1.6174,0.08
B,0.35,0.2,19,kmeans,0.1447,0.1356,1.3229,1.6174,0.03
B,0.35,0.2,19,dmon,0.0886,0.0777,1.3229,1.6174,2.19
B,0.35,0.2,19,mincut,0.0,0.0,1.3229,1.6174,2.53
B,0.35,0.2,19,dmon_ref,0.3826,0.3946,1.3229,1.6174,2.43
B,0.95,0.0,0,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,0,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,0,kmeans,0.007,0.0033,0.0,0.0,0.02
B,0.95,0.0,0,dmon,0.0233,0.0195,0.0,0.0,2.21
B,0.95,0.0,0,mincut,0.4008,0.4006,0.0,0.0,2.53
B,0.95,0.0,0,dmon_ref,0.3752,0.3962,0.0,0.0,2.43
B,0.95,0.0,1,louvain,1.0,1.0,0.0,0.0,0.06
B,0.95,0.0,1,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,1,kmeans,0.0012,-0.0019,0.0,0.0,0.03
B,0.95,0.0,1,dmon,0.0207,0.0154,0.0,0.0,2.2
B,0.95,0.0,1,mincut,0.3125,0.2934,0.0,0.0,2.54
B,0.95,0.0,1,dmon_ref,0.2745,0.2797,0.0,0.0,2.44
B,0.95,0.0,2,louvain,1.0,1.0,0.0,0.0,0.06
B,0.95,0.0,2,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,2,kmeans,0.0029,-0.0003,0.0,0.0,0.03
B,0.95,0.0,2,dmon,0.0096,0.0056,0.0,0.0,2.17
B,0.95,0.0,2,mincut,0.444,0.4407,0.0,0.0,2.5
B,0.95,0.0,2,dmon_ref,0.2491,0.2614,0.0,0.0,2.41
B,0.95,0.0,3,louvain,1.0,1.0,0.0,0.0,0.06
B,0.95,0.0,3,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,3,kmeans,0.0065,0.003,0.0,0.0,0.03
B,0.95,0.0,3,dmon,0.0069,0.0033,0.0,0.0,2.19
B,0.95,0.0,3,mincut,0.2169,0.1637,0.0,0.0,2.53
B,0.95,0.0,3,dmon_ref,0.2735,0.279,0.0,0.0,2.41
B,0.95,0.0,4,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,4,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,4,kmeans,0.0026,-0.0006,0.0,0.0,0.03
B,0.95,0.0,4,dmon,0.0211,0.0166,0.0,0.0,2.18
B,0.95,0.0,4,mincut,0.3336,0.3247,0.0,0.0,2.53
B,0.95,0.0,4,dmon_ref,0.2928,0.3155,0.0,0.0,2.4
B,0.95,0.0,5,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,5,leiden,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,5,kmeans,0.0033,-0.0002,0.0,0.0,0.03
B,0.95,0.0,5,dmon,0.0064,0.003,0.0,0.0,2.21
B,0.95,0.0,5,mincut,0.3641,0.3468,0.0,0.0,2.51
B,0.95,0.0,5,dmon_ref,0.3112,0.3296,0.0,0.0,2.42
B,0.95,0.0,6,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,6,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,6,kmeans,0.0017,-0.0014,0.0,0.0,0.04
B,0.95,0.0,6,dmon,0.0138,0.0101,0.0,0.0,2.16
B,0.95,0.0,6,mincut,0.3301,0.3142,0.0,0.0,2.49
B,0.95,0.0,6,dmon_ref,0.2822,0.2955,0.0,0.0,2.38
B,0.95,0.0,7,louvain,1.0,1.0,0.0,0.0,0.07
B,0.95,0.0,7,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,7,kmeans,0.0032,-0.0001,0.0,0.0,0.03
B,0.95,0.0,7,dmon,0.0093,0.0052,0.0,0.0,2.18
B,0.95,0.0,7,mincut,0.3869,0.3851,0.0,0.0,2.48
B,0.95,0.0,7,dmon_ref,0.2465,0.2467,0.0,0.0,2.42
B,0.95,0.0,8,louvain,1.0,1.0,0.0,0.0,0.06
B,0.95,0.0,8,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,8,kmeans,0.0082,0.0044,0.0,0.0,0.03
B,0.95,0.0,8,dmon,0.0208,0.0165,0.0,0.0,2.18
B,0.95,0.0,8,mincut,0.4953,0.5081,0.0,0.0,2.53
B,0.95,0.0,8,dmon_ref,0.4306,0.4714,0.0,0.0,2.24
B,0.95,0.0,9,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,9,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,9,kmeans,0.0059,0.0024,0.0,0.0,0.03
B,0.95,0.0,9,dmon,0.0317,0.0264,0.0,0.0,2.02
B,0.95,0.0,9,mincut,0.4631,0.4556,0.0,0.0,2.42
B,0.95,0.0,9,dmon_ref,0.3873,0.4202,0.0,0.0,2.16
B,0.95,0.0,10,louvain,1.0,1.0,0.0,0.0,0.07
B,0.95,0.0,10,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,10,kmeans,0.0018,-0.0013,0.0,0.0,0.02
B,0.95,0.0,10,dmon,0.0191,0.0157,0.0,0.0,2.03
B,0.95,0.0,10,mincut,0.3092,0.2872,0.0,0.0,2.42
B,0.95,0.0,10,dmon_ref,0.1693,0.1446,0.0,0.0,2.22
B,0.95,0.0,11,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,11,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,11,kmeans,0.0012,-0.0018,0.0,0.0,0.03
B,0.95,0.0,11,dmon,0.007,0.0035,0.0,0.0,2.03
B,0.95,0.0,11,mincut,0.0318,0.0017,0.0,0.0,2.41
B,0.95,0.0,11,dmon_ref,0.1755,0.1731,0.0,0.0,2.27
B,0.95,0.0,12,louvain,1.0,1.0,0.0,0.0,0.06
B,0.95,0.0,12,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,12,kmeans,0.0033,0.0,0.0,0.0,0.03
B,0.95,0.0,12,dmon,0.0393,0.0356,0.0,0.0,2.14
B,0.95,0.0,12,mincut,0.6219,0.6727,0.0,0.0,2.54
B,0.95,0.0,12,dmon_ref,0.4001,0.4251,0.0,0.0,2.45
B,0.95,0.0,13,louvain,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,13,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,13,kmeans,0.0019,-0.0011,0.0,0.0,0.03
B,0.95,0.0,13,dmon,0.0155,0.0112,0.0,0.0,2.2
B,0.95,0.0,13,mincut,0.4018,0.3836,0.0,0.0,2.53
B,0.95,0.0,13,dmon_ref,0.3162,0.3296,0.0,0.0,2.45
B,0.95,0.0,14,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,14,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,14,kmeans,0.0028,-0.0004,0.0,0.0,0.03
B,0.95,0.0,14,dmon,0.0377,0.0335,0.0,0.0,2.2
B,0.95,0.0,14,mincut,0.4618,0.4818,0.0,0.0,2.56
B,0.95,0.0,14,dmon_ref,0.343,0.3668,0.0,0.0,2.44
B,0.95,0.0,15,louvain,1.0,1.0,0.0,0.0,0.07
B,0.95,0.0,15,leiden,1.0,1.0,0.0,0.0,0.04
B,0.95,0.0,15,kmeans,0.0027,-0.0005,0.0,0.0,0.02
B,0.95,0.0,15,dmon,0.018,0.014,0.0,0.0,2.19
B,0.95,0.0,15,mincut,0.5666,0.5993,0.0,0.0,2.57
B,0.95,0.0,15,dmon_ref,0.3802,0.3982,0.0,0.0,2.57
B,0.95,0.0,16,louvain,1.0,1.0,0.0,0.0,0.05
B,0.95,0.0,16,leiden,1.0,1.0,0.0,0.0,0.04
